Singlet(eV):      4.4990      8.7000      9.3210      9.8380     12.7240     16.7500     17.9710     19.6560     20.5420     20.7070
Triplet(eV):      4.4990      7.2310      8.7000      9.3210     12.7240     15.5870     16.3950     19.6560     19.6990     20.3150
