sum_soc, <S(4)|Hso|T(4),1,0,-1> (cm-1):         0.43657        0.00109        0.43656        0.00109
sum_soc, <S(4)|Hso|T(5),1,0,-1> (cm-1):         6.75308        4.72838        0.94279        4.72838
sum_soc, <S(4)|Hso|T(6),1,0,-1> (cm-1):         1.67218        0.19947        1.64821        0.19947
sum_soc, <S(4)|Hso|T(7),1,0,-1> (cm-1):         0.99584        0.20367        0.95327        0.20367
sum_soc, <S(4)|Hso|T(8),1,0,-1> (cm-1):         1.12705        0.00058        1.12705        0.00058
sum_soc, <S(4)|Hso|T(9),1,0,-1> (cm-1):         0.93224        0.49272        0.61929        0.49272
sum_soc, <S(4)|Hso|T(10),1,0,-1> (cm-1):         4.36163        1.21288        4.01019        1.21288
sum_soc, <S(5)|Hso|T(1),1,0,-1> (cm-1):         0.00053        0.00037        0.00001        0.00037
sum_soc, <S(5)|Hso|T(2),1,0,-1> (cm-1):         1.05917        0.17122        1.03111        0.17122
sum_soc, <S(5)|Hso|T(3),1,0,-1> (cm-1):         0.00105        0.00074        0.00000        0.00074
sum_soc, <S(5)|Hso|T(4),1,0,-1> (cm-1):         0.00067        0.00047        0.00000        0.00047
sum_soc, <S(5)|Hso|T(5),1,0,-1> (cm-1):         0.00587        0.00403        0.00138        0.00403
sum_soc, <S(5)|Hso|T(6),1,0,-1> (cm-1):        14.70627       10.39890        0.00088       10.39890
sum_soc, <S(5)|Hso|T(7),1,0,-1> (cm-1):        36.94574       26.05934        2.60954       26.05934
sum_soc, <S(5)|Hso|T(8),1,0,-1> (cm-1):        30.74124       21.73734        0.01747       21.73734
sum_soc, <S(5)|Hso|T(9),1,0,-1> (cm-1):        16.83841        4.90682       15.34204        4.90682
sum_soc, <S(5)|Hso|T(10),1,0,-1> (cm-1):         1.66126        1.17468        0.00175        1.17468
sum_soc, <S(6)|Hso|T(1),1,0,-1> (cm-1):         0.00081        0.00057        0.00004        0.00057
sum_soc, <S(6)|Hso|T(2),1,0,-1> (cm-1):         0.20231        0.12195        0.10576        0.12195
sum_soc, <S(6)|Hso|T(3),1,0,-1> (cm-1):         0.01733        0.00021        0.01732        0.00021
sum_soc, <S(6)|Hso|T(4),1,0,-1> (cm-1):         0.00869        0.00003        0.00869        0.00003
sum_soc, <S(6)|Hso|T(5),1,0,-1> (cm-1):        14.52580       10.27129        0.00149       10.27129
sum_soc, <S(6)|Hso|T(6),1,0,-1> (cm-1):         0.44000        0.31068        0.02354        0.31068
sum_soc, <S(6)|Hso|T(7),1,0,-1> (cm-1):        16.52640        0.68384       16.49808        0.68384
sum_soc, <S(6)|Hso|T(8),1,0,-1> (cm-1):         1.61014        0.00451        1.61013        0.00451
sum_soc, <S(6)|Hso|T(9),1,0,-1> (cm-1):         6.22571        4.14931        2.07989        4.14931
sum_soc, <S(6)|Hso|T(10),1,0,-1> (cm-1):         0.62583        0.14803        0.58978        0.14803
sum_soc, <S(7)|Hso|T(1),1,0,-1> (cm-1):         1.19420        0.81044        0.33543        0.81044
sum_soc, <S(7)|Hso|T(2),1,0,-1> (cm-1):         0.25984        0.14047        0.16748        0.14047
sum_soc, <S(7)|Hso|T(3),1,0,-1> (cm-1):         0.95963        0.00006        0.95963        0.00006
sum_soc, <S(7)|Hso|T(4),1,0,-1> (cm-1):         0.29660        0.00024        0.29660        0.00024
sum_soc, <S(7)|Hso|T(5),1,0,-1> (cm-1):        36.77359       25.93830        2.58959       25.93830
sum_soc, <S(7)|Hso|T(6),1,0,-1> (cm-1):        11.46545        0.76676       11.41406        0.76676
sum_soc, <S(7)|Hso|T(7),1,0,-1> (cm-1):         0.48038        0.31719        0.17188        0.31719
sum_soc, <S(7)|Hso|T(8),1,0,-1> (cm-1):         4.59859        0.00188        4.59859        0.00188
sum_soc, <S(7)|Hso|T(9),1,0,-1> (cm-1):         1.26306        0.88076        0.20938        0.88076
sum_soc, <S(7)|Hso|T(10),1,0,-1> (cm-1):        16.45448        5.62987       14.39996        5.62987
sum_soc, <S(8)|Hso|T(1),1,0,-1> (cm-1):         0.00089        0.00059        0.00034        0.00059
sum_soc, <S(8)|Hso|T(2),1,0,-1> (cm-1):         0.67057        0.00134        0.67057        0.00134
sum_soc, <S(8)|Hso|T(3),1,0,-1> (cm-1):         0.00066        0.00000        0.00066        0.00000
sum_soc, <S(8)|Hso|T(4),1,0,-1> (cm-1):         0.00058        0.00006        0.00057        0.00006
sum_soc, <S(8)|Hso|T(5),1,0,-1> (cm-1):        30.74178       21.73772        0.00618       21.73772
sum_soc, <S(8)|Hso|T(6),1,0,-1> (cm-1):         1.13281        0.00150        1.13281        0.00150
sum_soc, <S(8)|Hso|T(7),1,0,-1> (cm-1):         3.53725        0.00173        3.53725        0.00173
sum_soc, <S(8)|Hso|T(8),1,0,-1> (cm-1):         0.00279        0.00000        0.00279        0.00000
sum_soc, <S(8)|Hso|T(9),1,0,-1> (cm-1):         0.23738        0.00151        0.23737        0.00151
sum_soc, <S(8)|Hso|T(10),1,0,-1> (cm-1):         6.23706        0.01147        6.23704        0.01147
sum_soc, <S(9)|Hso|T(1),1,0,-1> (cm-1):         0.00019        0.00000        0.00019        0.00000
sum_soc, <S(9)|Hso|T(2),1,0,-1> (cm-1):         0.34118        0.23170        0.09505        0.23170
sum_soc, <S(9)|Hso|T(3),1,0,-1> (cm-1):         0.00004        0.00000        0.00004        0.00000
sum_soc, <S(9)|Hso|T(4),1,0,-1> (cm-1):         0.00036        0.00000        0.00036        0.00000
sum_soc, <S(9)|Hso|T(5),1,0,-1> (cm-1):         0.00078        0.00055        0.00000        0.00055
sum_soc, <S(9)|Hso|T(6),1,0,-1> (cm-1):        15.68432        0.23796       15.68071        0.23796
sum_soc, <S(9)|Hso|T(7),1,0,-1> (cm-1):         2.12648        1.50365        0.00181        1.50365
sum_soc, <S(9)|Hso|T(8),1,0,-1> (cm-1):         0.01412        0.00997        0.00073        0.00997
sum_soc, <S(9)|Hso|T(9),1,0,-1> (cm-1):        12.62170        8.92489        0.00207        8.92489
sum_soc, <S(9)|Hso|T(10),1,0,-1> (cm-1):        14.54917        0.28470       14.54360        0.28470
sum_soc, <S(10)|Hso|T(1),1,0,-1> (cm-1):         0.49940        0.34464        0.10888        0.34464
sum_soc, <S(10)|Hso|T(2),1,0,-1> (cm-1):         2.05865        0.23706        2.03117        0.23706
sum_soc, <S(10)|Hso|T(3),1,0,-1> (cm-1):         0.38583        0.00006        0.38583        0.00006
sum_soc, <S(10)|Hso|T(4),1,0,-1> (cm-1):         0.18231        0.00090        0.18231        0.00090
sum_soc, <S(10)|Hso|T(5),1,0,-1> (cm-1):        18.72107        4.31274       17.69968        4.31274
sum_soc, <S(10)|Hso|T(6),1,0,-1> (cm-1):         5.56753        3.57261        2.33886        3.57261
sum_soc, <S(10)|Hso|T(7),1,0,-1> (cm-1):         5.13005        0.48828        5.08336        0.48828
sum_soc, <S(10)|Hso|T(8),1,0,-1> (cm-1):         1.30881        0.00088        1.30881        0.00088
sum_soc, <S(10)|Hso|T(9),1,0,-1> (cm-1):        15.76010        0.18424       15.75795        0.18424
sum_soc, <S(10)|Hso|T(10),1,0,-1> (cm-1):        35.45405       25.06671        0.55715       25.06671
